/BIC/S2REPPER,/BIC/S2COMPANY,/BIC/S2QRT2,/BIC/S2COLUMN,/BIC/S2ROW,FISCVARNT,RECORDMODE,/BIC/S2FIGURE,Column1
21676,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0160         ,K4, ,20306231.99
21677,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0170         ,K4, ,12109469.16
21678,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0060           ,K4, ,28339349.3
21679,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0070           ,K4, ,1050230569
21680,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0080           ,K4, ,29437915.8
21681,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0090           ,K4, ,68534163.19
21682,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0100           ,K4, ,896112
21683,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0110           ,K4, ,896112
21684,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0130           ,K4, ,868739218.7
21685,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0140           ,K4, ,791198709.9
21686,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0150           ,K4, ,77540508.82
21687,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0180           ,K4, ,64204994.99
21688,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0200           ,K4, ,18418164.64
21689,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0230           ,K4, ,16576788.28
21690,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0250           ,K4, ,0
21691,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0260           ,K4, ,16576788.28
21692,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0270           ,K4, ,279653576.4
21693,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0280           ,K4, ,245993539.8
21694,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0290           ,K4, ,240802642.5
21695,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0300           ,K4, ,5190897.276
21696,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0310           ,K4, ,33660036.58
21697,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0330           ,K4, ,33660036.58
21698,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0360           ,K4, ,24669295.72
21699,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0370           ,K4, ,32447183.51
21700,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0380           ,K4, ,7577348.25
21701,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0410           ,K4, ,14235155.41
21702,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0420           ,K4, ,1948545.126
21703,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0500           ,K4, ,1455677811
21704,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0510           ,K4, ,699879481.5
21705,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0520           ,K4, ,674283239.7
21706,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0540           ,K4, ,641898064.3
21707,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0550           ,K4, ,32385175.38
21708,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0560           ,K4, ,25596241.82
21709,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0580           ,K4, ,22140466.71
21710,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0590           ,K4, ,3455775.108
21711,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0600           ,K4, ,72101811.91
21712,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0650           ,K4, ,72101811.91
21713,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0670           ,K4, ,70751872
21714,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0680           ,K4, ,1349939.904
21715,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0750           ,K4, ,5829365.622
21716,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0760           ,K4, ,842524.872
21717,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0770           ,K4, ,127630258
21718,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0780           ,K4, ,32987116.71
21719,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0810           ,K4, ,4011237.474
21720,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0820           ,K4, ,1359099.93
21721,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0830           ,K4, ,32415701.15
21722,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0840           ,K4, ,102767377
21723,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0880           ,K4, ,23289667.23
21724,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R0900           ,K4, ,1103113641
21725,2022003,DUMMY2 ,S.02.01.02      ,C0010           ,R1000           ,K4, ,352564169.9
21726,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,GAR0040         ,K4, ,18968042.39
21727,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,GAR0050         ,K4, ,161170289.6
21728,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0020           ,K4, ,105336978.1
21729,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0030           ,K4, ,23376090.94
21730,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0040           ,K4, ,35628351.7
21731,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0060           ,K4, ,14774919.28
21732,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0070           ,K4, ,1021790394
21733,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0080           ,K4, ,23172200.67
21734,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0090           ,K4, ,18968042.39
21735,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0100           ,K4, ,896112
21736,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0110           ,K4, ,896112
21737,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0130           ,K4, ,896130879.7
21738,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0140           ,K4, ,818535770.9
21739,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0150           ,K4, ,77595108.81
21740,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0180           ,K4, ,64204994.99
21741,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0200           ,K4, ,18418164.64
21742,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0230           ,K4, ,17136466.07
21743,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0250           ,K4, ,0
21744,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0260           ,K4, ,17136466.07
21745,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0270           ,K4, ,482564326.1
21746,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0280           ,K4, ,380280436
21747,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0310           ,K4, ,102283890.1
21748,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0360           ,K4, ,165422179.4
21749,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0370           ,K4, ,34011237.11
21750,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0380           ,K4, ,12818439.44
21751,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0410           ,K4, ,14235155.41
21752,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0420           ,K4, ,4299106.086
21753,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0500           ,K4, ,1931393644
21754,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0510           ,K4, ,1058145624
21755,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0600           ,K4, ,219750420.4
21756,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0650           ,K4, ,219750420.4
21757,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0750           ,K4, ,5829365.622
21758,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0760           ,K4, ,842524.872
21759,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0770           ,K4, ,193844055.8
21760,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0780           ,K4, ,23720607.6
21761,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0820           ,K4, ,48118905.82
21762,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0830           ,K4, ,49046366.01
21763,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0840           ,K4, ,103826133.4
21764,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0880           ,K4, ,67099351.36
21765,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0900           ,K4, ,1770223354
21766,2022003,DUMMY2 ,S.02.01.02      ,GAC0010         ,R1000           ,K4, ,161170289.6
21767,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,ER0811          ,K4, ,-4011237.474
21768,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,ER0812          ,K4, ,-4011237.474
21769,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,GAR0040         ,K4, ,49566120.8
21770,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0020           ,K4, ,-105336978.1
21771,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0030           ,K4, ,-23376090.94
21772,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0040           ,K4, ,-35628351.7
21773,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0060           ,K4, ,13564430.02
21774,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0070           ,K4, ,28440174.96
21775,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0080           ,K4, ,6265715.13
21776,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0090           ,K4, ,49566120.8
21777,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0100           ,K4, ,0
21778,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0130           ,K4, ,-27391660.97
21779,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0180           ,K4, ,0
21780,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0200           ,K4, ,0
21781,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0230           ,K4, ,-559677.786
21782,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0270           ,K4, ,-202910749.8
21783,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0280           ,K4, ,-134286896.2
21784,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0290           ,K4, ,240802642.5
21785,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0300           ,K4, ,5190897.276
21786,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0310           ,K4, ,-68623853.55
21787,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0330           ,K4, ,33660036.58
21788,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0360           ,K4, ,-140752883.7
21789,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0370           ,K4, ,-1564053.6
21790,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0380           ,K4, ,-5241091.188
21791,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0410           ,K4, ,0
21792,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0420           ,K4, ,-2350560.96
21793,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0500           ,K4, ,-475715832.7
21794,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0510           ,K4, ,358266142
21795,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0520           ,K4, ,-674283239.7
21796,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0560           ,K4, ,-25596241.82
21797,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0600           ,K4, ,147648608.5
21798,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0650           ,K4, ,147648608.5
21799,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0750           ,K4, ,0
21800,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0760           ,K4, ,0
21801,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0770           ,K4, ,66213797.72
21802,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0780           ,K4, ,-9266509.11
21803,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0810           ,K4, ,-4011237.474
21804,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0820           ,K4, ,46759805.89
21805,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0830           ,K4, ,16630664.86
21806,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0840           ,K4, ,1058756.454
21807,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0880           ,K4, ,43809684.13
21808,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0900           ,K4, ,667109713
21809,2022003,DUMMY2 ,S.02.01.02      ,GAC0020         ,R1000           ,K4, ,191393880.3
21810,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,ER0811          ,K4, ,3473692.266
21811,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,ER0812          ,K4, ,3473692.266
21812,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0040         ,K4, ,65270207.08
21813,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0080         ,K4, ,21340305.67
21814,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0100         ,K4, ,46710638.02
21815,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0110         ,K4, ,14573277.34
21816,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0130         ,K4, ,128206080.7
21817,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0140         ,K4, ,1990957.68
21818,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0160         ,K4, ,38310244.42
21819,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,GAR0170         ,K4, ,10332972.96
21820,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0060           ,K4, ,27311784.86
21821,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0070           ,K4, ,975841504.8
21822,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0080           ,K4, ,29437915.8
21823,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0090           ,K4, ,65270207.08
21824,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0100           ,K4, ,879309.9
21825,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0110           ,K4, ,879309.9
21826,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0130           ,K4, ,786581240.6
21827,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0140           ,K4, ,711937884.9
21828,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0150           ,K4, ,74643355.63
21829,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0180           ,K4, ,63032317.13
21830,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0200           ,K4, ,30640514.38
21831,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0230           ,K4, ,16060592.62
21832,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0260           ,K4, ,16060592.62
21833,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0270           ,K4, ,255896723
21834,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0280           ,K4, ,228503263.1
21835,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0290           ,K4, ,223189292.8
21836,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0300           ,K4, ,5313970.314
21837,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0310           ,K4, ,27393459.89
21838,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0330           ,K4, ,27393459.89
21839,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0360           ,K4, ,21340305.67
21840,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0370           ,K4, ,61283915.35
21841,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0380           ,K4, ,12662860.05
21842,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0410           ,K4, ,26182109.84
21843,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0420           ,K4, ,1788692.988
21844,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0500           ,K4, ,1398368489
21845,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0510           ,K4, ,644642486.8
21846,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0520           ,K4, ,622083201.5
21847,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0540           ,K4, ,589443622.2
21848,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0550           ,K4, ,32639579.34
21849,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0560           ,K4, ,22559285.23
21850,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0580           ,K4, ,19076363.05
21851,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0590           ,K4, ,3482922.18
21852,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0600           ,K4, ,60679370.27
21853,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0650           ,K4, ,60679370.27
21854,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0670           ,K4, ,59510140.51
21855,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0680           ,K4, ,1169229.762
21856,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0750           ,K4, ,5829365.622
21857,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0760           ,K4, ,842524.872
21858,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0770           ,K4, ,128206080.7
21859,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0780           ,K4, ,24423167.12
21860,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0810           ,K4, ,3473692.266
21861,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0820           ,K4, ,1990957.68
21862,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0830           ,K4, ,48643217.38
21863,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0840           ,K4, ,102502958.6
21864,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0850           ,K4, ,28095494.98
21865,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0870           ,K4, ,28095494.98
21866,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0880           ,K4, ,22889888.73
21867,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R0900           ,K4, ,1072219205
21868,2022006,DUMMY2 ,S.02.01.02      ,C0010           ,R1000           ,K4, ,326149284.2
21869,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,GAR0040         ,K4, ,18968042.39
21870,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,GAR0050         ,K4, ,131840578.2
21871,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0020           ,K4, ,104474693.5
21872,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0030           ,K4, ,26539618.71
21873,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0040           ,K4, ,45171543.15
21874,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0060           ,K4, ,14416454.06
21875,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0070           ,K4, ,968813407.2
21876,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0080           ,K4, ,24617347.73
21877,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0090           ,K4, ,18968042.39
21878,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0100           ,K4, ,879309.9
21879,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0110           ,K4, ,879309.9
21880,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0130           ,K4, ,830675875.6
21881,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0140           ,K4, ,755958420
21882,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0150           ,K4, ,74717455.63
21883,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0180           ,K4, ,63032317.13
21884,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0200           ,K4, ,30640514.38
21885,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0230           ,K4, ,17356428.47
21886,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0260           ,K4, ,17356428.47
21887,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0270           ,K4, ,449408296.1
21888,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0280           ,K4, ,350926282.9
21889,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0310           ,K4, ,98482013.17
21890,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0360           ,K4, ,203431022.7
21891,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0370           ,K4, ,62472914.96
21892,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0380           ,K4, ,17552713.75
21893,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0410           ,K4, ,26182109.84
21894,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0420           ,K4, ,2464223.256
21895,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0500           ,K4, ,1938283426
21896,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0510           ,K4, ,1045645373
21897,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0600           ,K4, ,213386486.2
21898,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0650           ,K4, ,213386486.2
21899,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0750           ,K4, ,5829365.622
21900,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0760           ,K4, ,842524.872
21901,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0770           ,K4, ,189408392.1
21902,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0780           ,K4, ,24016124.9
21903,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0820           ,K4, ,57782851.26
21904,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0830           ,K4, ,73359763.39
21905,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0840           ,K4, ,103405499.1
21906,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0850           ,K4, ,28095494.98
21907,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0880           ,K4, ,64670972.51
21908,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R0900           ,K4, ,1806442847
21909,2022006,DUMMY2 ,S.02.01.02      ,GAC0010         ,R1000           ,K4, ,131840578.2
21910,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,ER0811          ,K4, ,-3473692.266
21911,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,ER0812          ,K4, ,-3473692.266
21912,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,GAR0040         ,K4, ,46302164.69
21913,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0020           ,K4, ,-104474693.5
21914,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0030           ,K4, ,-26539618.71
21915,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0040           ,K4, ,-45171543.15
21916,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0060           ,K4, ,12895330.8
21917,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0070           ,K4, ,7028097.672
21918,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0080           ,K4, ,4820568.066
21919,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0090           ,K4, ,46302164.69
21920,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0100           ,K4, ,0
21921,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0130           ,K4, ,-44094635.08
21922,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0180           ,K4, ,0
21923,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0200           ,K4, ,0
21924,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0230           ,K4, ,-1295835.858
21925,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0270           ,K4, ,-193511573
21926,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0280           ,K4, ,-122423019.8
21927,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0290           ,K4, ,223189292.8
21928,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0300           ,K4, ,5313970.314
21929,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0310           ,K4, ,-71088553.28
21930,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0330           ,K4, ,27393459.89
21931,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0360           ,K4, ,-182090717.1
21932,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0370           ,K4, ,-1188999.612
21933,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0380           ,K4, ,-4889853.696
21934,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0410           ,K4, ,0
21935,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0420           ,K4, ,-675530.268
21936,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0500           ,K4, ,-539914936.4
21937,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0510           ,K4, ,401002885.8
21938,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0520           ,K4, ,-622083201.5
21939,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0560           ,K4, ,-22559285.23
21940,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0600           ,K4, ,152707115.9
21941,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0650           ,K4, ,152707115.9
21942,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0750           ,K4, ,0
21943,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0760           ,K4, ,0
21944,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0770           ,K4, ,61202311.34
21945,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0780           ,K4, ,-407042.22
21946,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0810           ,K4, ,-3473692.266
21947,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0820           ,K4, ,55791893.58
21948,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0830           ,K4, ,24716546.02
21949,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0840           ,K4, ,902540.454
21950,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0850           ,K4, ,0
21951,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0880           ,K4, ,41781083.78
21952,2022006,DUMMY2 ,S.02.01.02      ,GAC0020         ,R0900           ,K4, ,734223642.4
